DocumentID,PassageID,Title,Subheading,Paragraph,URL
31,5,Easy Ways to Help a Picky Eater Get Nutrition - Motherly,4. Turn your toddler into a top chef,"Consider offering foods that they can pick up with their fingers and add in healthy dips. Pro tip: most toddlers love to dip finger foods. Veggies are great dipped in hummus or a healthier ranch dip. Chicken strips are extra yummy dipped in a simple homemade honey mustard sauce (simply combine mustard, honey, mayo and a pinch of salt to taste).  Your toddler might enjoy dessert hummus, which is made from chickpeas and flavored with cinnamon, cocoa or vanilla. It’s loaded with all the protein and fiber of regular hummus, but it tastes like cookie dough or frosting, making it a nutritional treat. Dip into it with apple slices or an organic whole grain cookie.",https://www.mother.ly/child/child-nutrition/how-to-outwit-picky-eater/
31,6,Easy Ways to Help a Picky Eater Get Nutrition - Motherly,5. Skimp on the sugar,"You might be surprised at how much a toddler can actually do in the kitchen. I have taught cooking lessons to kids as young as 3 years old, and they always amaze me with their abilities! When a kid makes something on their own, they will be way more willing to try it. Get your toddler into the kitchen to help make simple recipes, like sandwich wraps, yogurt parfaits, and smoothies and see how it changes their willingness to try new foods.",https://www.mother.ly/child/child-nutrition/how-to-outwit-picky-eater/
31,7,Easy Ways to Help a Picky Eater Get Nutrition - Motherly,Child Nutrition,"A new study conducted by the CDC found that  babies and toddlers are getting way too much added sugar  . High sugar intake in toddlers and babies could be influencing their food preferences, and setting them up for future bad eating habits, the research explains. Sugar is not just empty calories, eating high sugar diets can also increase the risk of weight gain and even increase the risk of disease later in life.  Sweet foods and sugary drinks can cause blood sugar to spike then crash, which can contribute to toddler meltdowns. To choose foods that will provide lasting energy for your toddler, I recommend avoiding sweetened drinks and following my “Rule of Three” for eating: make sure that each meal or snack contains at least one of the following blood-sugar leveling macronutrients:  Healthy fats (found in nuts, seeds, avocado, and full-fat organic dairy products like cheese and yogurt)  Fiber (sources include whole fruit and veggies, whole grains, legumes, nuts and seeds  Protein (Good animal-based sources include meat, dairy and eggs, while good plant-based sources include nuts, seeds, legumes, hemp, chia and quinoa).  Naturally sweet whole fruits come paired with vitamins, minerals and fiber, making them a better choice for toddlers than a sugary snack or drink that is just empty calories.  As a former picky eater myself, and the mom of a reformed picky eater, I know the struggle is real when it comes to picky eating, and that there is no “quick fix.” Just take it one day at a time, keep encouraging them, and avoid the power struggles! If you don’t see improvement in your child’s eating habits, consider scheduling a consultation with the pediatrician or a feeding specialist.",https://www.mother.ly/child/child-nutrition/how-to-outwit-picky-eater/
31,8,Easy Ways to Help a Picky Eater Get Nutrition - Motherly,Food,Related Stories,https://www.mother.ly/child/child-nutrition/how-to-outwit-picky-eater/
31,9,Easy Ways to Help a Picky Eater Get Nutrition - Motherly,Food,Contact Us  Advertise with Us  Share Your Story  Become a Motherly Instructor  Motherly Gives Back,https://www.mother.ly/child/child-nutrition/how-to-outwit-picky-eater/
31,10,Easy Ways to Help a Picky Eater Get Nutrition - Motherly,We believe in creating a world in which all mothers are thriving,Our Story  Diversity Commitment  Careers At Motherly  Partner with Us  Press  MotherlyInsights  Privacy & Security  Accessibility  Terms of Sale  About Our Ads  Do Not Sell My Information  Motherly 2023 ®,https://www.mother.ly/child/child-nutrition/how-to-outwit-picky-eater/
32,1,Why I Don't Co-Sleep - Motherly,Parenting,"My motherhood boundary: I don’t share my bed with my kids      H:          My motherhood boundary: I don’t share my bed with my kids                 Some might call this selfish; I call it setting healthy boundaries for myself.        @Lazy_Bear/Twenty20  I didn’t realize how strange this was until I was recently talking with some friends. Most mothers I know, at some point, have slept with their children. I seem to be in the minority of moms because I never had my kids sleep in my bed.   When my oldest son was born, he slept in a crib or pack-n-play from day one. Same with my youngest son. When they were toddlers and awoke in the middle of the night (which, admittedly, was rare), I hugged them and tucked them back into their own beds.   Related: We need to stop shaming moms for co-sleeping—and research shows why   For some families, co-sleeping is the only way for anyone to get any sleep. And for many parents, co-sleeping is an enjoyable bonding experience. Not for me. And part of my motherhood journey has meant honoring my own boundaries—one of which is nighttime is for me.   Not everyone shares this disdain for co-sleeping—my husband included. In fact, when our kids were younger, anytime I went out of town, he and our kids would have a slumber party in our bedroom. They’d sleep cuddled up in our queen bed, arms intertwined and snoring away. When my husband went out of town, however, I fiercely protected my bed.   Some might call this selfish; I call it setting healthy boundaries for myself. I knew that I needed sleep to be an engaged mother the next day. I knew that I needed those precious few hours of “alone time” to recharge. And in those early days of motherhood when I was constantly touched out, I needed the physical space.   Just because we are mothers doesn’t mean we can’t have boundaries, especially when those boundaries help us be the good moms that we want to be, the good moms that we know we are.   Quite simply, setting this motherhood boundary made me a better mom.  I didn’t really think much of it, but over time, I’ve realized just how strange it is that I have never co-slept with my kids. When I heard about moms who loved snuggling up with their toddlers, I wondered if something was wrong with me. When I read about the benefits of laying down with our kids until they fall asleep, I worried that I wasn’t being a “good mom” because I set this limit.  Whatever your boundary is, accept it. Acknowledge it. Stop apologizing for it.   Over time, I’ve realized that this was just that pesky mom guilt sneaking in again. Oh, how mom guilt loves to make us fret, doesn’t it? With time and age—not to mention the fact that my kids are incredible sleepers—I stopped fretting and worrying. Just because we are mothers doesn’t mean we can’t have boundaries, especially when those boundaries help us be the good moms that we want to be, the good moms that we know we are.   It was never really about sleeping with my kids; it was about boundaries and telling that pesky mom guilt to take a hike. Because it will always be something, right?   Whatever your boundary is, accept it. Acknowledge it. Stop apologizing for it.   Maybe you love snuggling up with your child at night. If so, go for it. Maybe you have an early bedtime or you have a playdate limit or you say “no” to weekend activities so you can decompress with your family. Whatever your boundaries are, respect them. Own them. Be empowered by them, not ashamed of them. Because you are doing what it takes to be the best mom you can be.  Related: Why I Share a Bed With My Baby   So whatever your mom boundary is, shed the mom guilt about it. We are mothers, not martyrs. And we should feel empowered by, not guilty about, setting boundaries that help us be the best mothers we can be. When we set these boundaries, we aren’t just taking care of ourselves, we are teaching our children valuable lessons about boundaries, body autonomy and healthy relationships.   We are showing them that their wants don’t take precedence over others’ needs. And we are showing them that it is possible to love them with all of our hearts while also respecting ourselves. And in doing so, we are showing them how to love and respect themselves too.",https://www.mother.ly/life/motherly-stories/kids-sleep-own-bed/
32,2,Why I Don't Co-Sleep - Motherly,Parenting,Related Stories,https://www.mother.ly/life/motherly-stories/kids-sleep-own-bed/
32,3,Why I Don't Co-Sleep - Motherly,Motherly Stories,Contact Us  Advertise with Us  Share Your Story  Become a Motherly Instructor  Motherly Gives Back,https://www.mother.ly/life/motherly-stories/kids-sleep-own-bed/
32,4,Why I Don't Co-Sleep - Motherly,We believe in creating a world in which all mothers are thriving,Our Story  Diversity Commitment  Careers At Motherly  Partner with Us  Press  MotherlyInsights  Privacy & Security  Accessibility  Terms of Sale  About Our Ads  Do Not Sell My Information  Motherly 2023 ®,https://www.mother.ly/life/motherly-stories/kids-sleep-own-bed/
33,1,AAP Study: Importance of Sleep for Kindergarten Success - Motherly,Why sleep is so important,"The one thing your child needs to get ready for kindergarten? More sleep, says AAP      H:          The one thing your child needs to get ready for kindergarten? More sleep, says AAP                 Here’s how much they recommend.        4 PM Productions/Shutterstock",https://www.mother.ly/health-wellness/childrens-health/kindergarten-success-sleep-study/
33,2,AAP Study: Importance of Sleep for Kindergarten Success - Motherly,Focus on bedtime consistency,"In This Article          Summer brings inevitable inconsistency in bedtime routines, but new research shows that once school starts, maximizing your preschooler’s sleep can make a big difference in how well they transition to kindergarten—and their subsequent school performance.   In a study published in The American Academy of Pediatrics (AAP)’s journal “Pediatrics,” researchers tracked the sleep patterns of 221 soon-to-be kindergartners with an eye toward how much sleep they got in a 24-hour period, and whether that sleep was consolidated overnight or combined from naps and nighttime sleep.   They found that the kids who consistently slept for at least 10 hours at night—not including naps—were better able to adjust to kindergarten, and their teachers reported they had better socio-emotional, learning engagement and academic outcomes than those kids who had more irregular sleep patterns.  Related: Our son thanked us for ‘redshirting’ him in kindergarten  In the study, the teachers were blind to how much sleep each child was getting, and the researchers controlled for income-to-poverty threshold ratios, child health status and number of missed school days.   “The transition to kindergarten requires new social, emotional, and cognitive competencies, significant expansion of children’s social networks, and formal instruction and evaluation never experienced before,” write the study authors. They noticed that while factors like children’s health and their socioeconomic status have been examined in terms of kindergarten transition success, sleep duration has not.",https://www.mother.ly/health-wellness/childrens-health/kindergarten-success-sleep-study/
33,3,AAP Study: Importance of Sleep for Kindergarten Success - Motherly,Start now for long-term sleep success,"As a society, we tend to overlook the value of sleep—but according to sleep expert and neuroscientist Dr. Matthew Walker, it’s incredibly important for brain health. “Sleep is the single most effective thing we can do to reset our brain and body health each day,” he writes in his book Why We Sleep: Unlocking the Power of Sleep and Dreams. “When sleep is abundant, minds flourish. When it is deficient, they don’t.”  In kids, sleep can improve focus and concentration, as well as memory, mood, immune function, school performance and behavior, notes AAP.   Related: California becomes first state to delay school start times—here’s why that matters  The American Academy of Sleep Medicine and National Sleep Foundation recommend 5-year-olds get 10 to 13 hours of sleep in a 24-hour period, but the Pediatrics study shows that at least 10 hours of consolidated nighttime sleep seems to be the magic number in terms of kindergarten success.",https://www.mother.ly/health-wellness/childrens-health/kindergarten-success-sleep-study/
33,4,AAP Study: Importance of Sleep for Kindergarten Success - Motherly,Healthy sleep habits for young kids:,"The more regularly a child slept for at least 10 hours at night, the better the child was able to adjust to kindergarten, note the authors. Their kindergarten success was even more pronounced if the 10 hours of nightly sleep was established before kindergarten began, when the child was still in preschool.   “The more consistently children got 10+ hours of sleep during the night, the better the children’s peer relationships, relationships with their teachers, overall academic performance, and sight recognition of words and letters,” says lead study author Douglas Teti, distinguished professor and head of the department of human development and family studies at The Pennsylvania State University,  to CNN.  Related: Why I got strict about a 7 p.m. bedtime for my kids",https://www.mother.ly/health-wellness/childrens-health/kindergarten-success-sleep-study/
33,5,AAP Study: Importance of Sleep for Kindergarten Success - Motherly,We believe in creating a world in which all mothers are thriving,"You may want to start sooner than later if your little one is starting kindergarten in the fall, given that it was long-term sleep habits that seemed to make the most impact.  “The intervention should begin before kindergarten begins in September,” Teti says. “Parents should do what they can to help their children get most if not all of their sleep on a regular basis during the children’s nighttime sleep period.”   That may mean cutting back on naps to help consolidate your child’s sleep at night. Naps may still be developmentally appropriate for your kiddo, but if it means their bedtime is pushed back till later, it could be worth omitting the nap. If you have questions or concerns, your child’s pediatrician is a good resource.",https://www.mother.ly/health-wellness/childrens-health/kindergarten-success-sleep-study/
33,6,AAP Study: Importance of Sleep for Kindergarten Success - Motherly,Connect,"For early school-age kids, the authors recommend bedtime before 9 p.m., which would make wake-up time around 7 a.m., for a full 10 hours of nighttime sleep. Naps should count as extra, not toward that 10-hour goal.  Kids should avoid all screens like TVs, tablets and phones at least 30 minutes before bedtime.  Parents and caregivers should be involved in their child’s bedtime routines, keeping them as consistent as possible night after night. That may look like a bath after dinner, followed by books before tucking in.   Because parents’ and kids’ sleep schedules tend to be closely aligned, parental sleep habits are also important to monitor, note the authors. That may mean starting a more consistent bedtime routine for yourself, too.   “Good sleep hygiene [e.g., organized bedtime routines, limited screen access, and bedtimes before 9 p.m.] may be as critical for the well-being of children as it is for adults,” note the authors.",https://www.mother.ly/health-wellness/childrens-health/kindergarten-success-sleep-study/
33,7,AAP Study: Importance of Sleep for Kindergarten Success - Motherly,About Us,Contact Us  Advertise with Us  Share Your Story  Become a Motherly Instructor  Motherly Gives Back,https://www.mother.ly/health-wellness/childrens-health/kindergarten-success-sleep-study/
34,1,Mindfulness Training Helps Kids Sleep Longer - Motherly,What the study shows,"Mindfulness training helps kids sleep longer, study reveals      H:          Mindfulness training helps kids sleep longer, study reveals                 Yoga and breathwork at school helped kids sleep an average of 74 more minutes per night.",https://www.mother.ly/child/child-sleep/mindfulness-helps-kids-sleep/
34,2,Mindfulness Training Helps Kids Sleep Longer - Motherly,Support for at-risk kids,"In This Article          Back-to-school season is upon us, and for many parents, that can mean dreaded repercussions on school-aged kids’ sleep. Any big change in routine can have ripple effects on bedtime—but starting back at school is especially fraught, as the onset of homework and after-school activities can push bedtime later, while school start times require an early wakeup—meaning less zzz’s all around.  But the back-to-school period is also a good time to implement new tools and routines, like mindfulness and deep breathing, that can help kids process significant schedule changes and potential stressors and hopefully minimize the impending negative effects on their sleep.  In fact, a new study from the Stanford University School of Medicine found that elementary school-aged kids who practiced mindfulness training slept an average of 74 extra minutes a night.",https://www.mother.ly/child/child-sleep/mindfulness-helps-kids-sleep/
34,3,Mindfulness Training Helps Kids Sleep Longer - Motherly,Stress and sleep,"The research, recently published in the Journal of Clinical Sleep Medicine, was focused on 115 kids in third grade and fifth grade, ages 8 to 11, with 58 children participating in a mindfulness curriculum twice a week that focused on yoga and breathwork, and 57 children participating in a standard physical education program.  Over the two-year study period, researchers used brain scans and measured the kids’ perceived social stress to get a baseline of their sleep and stress levels before, during and after the study.  What they found was impressive: Children who received the mindfulness training gained an average of 74 minutes of total sleep and 24 minutes of rapid eye movement (REM) sleep per night during the two years analyzed. Sleep duration improved within the first three months of starting the program.  In contrast, kids who participated in the physical education program experienced a decrease of 64 minutes per night of total sleep, and saw no changes in REM sleep.  “[Children who received the mindfulness curriculum] gained almost half an hour of REM sleep,” said Ruth O’Hara, PhD, a sleep expert and professor of psychiatry and behavioral sciences at Stanford and the study’s senior author in a press release. “That’s really quite striking. There is theoretical, animal and human evidence to suggest it’s a very important phase of sleep for neuronal development and for the development of cognitive and emotional function.”",https://www.mother.ly/child/child-sleep/mindfulness-helps-kids-sleep/
34,4,Mindfulness Training Helps Kids Sleep Longer - Motherly,How to help kids manage stress,"Sleep issues can plague kids from all backgrounds, but the kids who participated in the study lived in low-income communities with high rates of social stressors such as crime, violence, food insecurity and unstable housing—all significant contributing factors to poor sleep.  “To fall asleep you have to relax, but [the kids we studied] have a hard time letting their experiences go,” the study’s principal investigator, Victor Carrion, MD, the John A. Turner, MD, Endowed Professor for Child and Adolescent Psychiatry told Stanford Medicine. “They don’t feel safe and may have nightmares and fears at night.”  But twice a week for two years, yoga instructors and the kids’ school teachers taught the students what stress is, how to bring their attention to the present, deep breathing exercises and yoga-based movement.  “Children who reported higher curriculum engagement [e.g., using the breathing exercises at home] experienced larger changes in sleep architecture and perceived social stress,” reported the study authors. Thanks to having tools to employ to help them relax, the kids were able to fall asleep faster and sleep for longer.",https://www.mother.ly/child/child-sleep/mindfulness-helps-kids-sleep/
34,5,Mindfulness Training Helps Kids Sleep Longer - Motherly,Child Sleep,"One of the unexpected results from the study was an increase in reported perceived stress—meaning that mindfulness training increased the students’ awareness of their own stress, even though it also gave them ways to reduce their vulnerability to that stress, the researchers noted.  Being more aware of their stress also helped kids better manage that stress—and they still slept better.  While plenty of studies have shown the benefits of mindfulness on stress reduction in both kids and adults, this research is unique in that it shows how stress-reduction benefits carry over to bedtime and sleep quality.  And while the study purposefully didn’t focus on sleep hygiene or bedtime routines, the mindfulness instruction empowered kids to recognize their own stress and gave them the necessary tools to manage it, with trickle-down effects on their sleeping habits.",https://www.mother.ly/child/child-sleep/mindfulness-helps-kids-sleep/
34,6,Mindfulness Training Helps Kids Sleep Longer - Motherly,Child Sleep,"Here’s how to help your kiddos learn to recognize their stress and get more sleep—just in time for back-to-school:  Talk about what stress is with your kids and how they can recognize signs of stress.  Utilize the back-to-school period to implement new bedtime routines and set firm schedules to ensure consistency.  Help kids put a name to their feelings to better understand their emotions.  Embrace mindfulness tools like breathing exercises, yoga poses, progressive relaxation and guided meditations, especially as part of bedtime routines and during times of increased stress.  Sources:  Chick CF, Singh A, Anker LA, Buck C, Kawai M, Gould C, Cotto I, Schneider L, Linkovski O, Karna R, Pirog S. A school-based health and mindfulness curriculum improves children’s objectively measured sleep: a prospective observational cohort study. Journal of Clinical Sleep Medicine. 2021 Jul 6:jcsm-9508. doi:10.5664/jcsm.9508",https://www.mother.ly/child/child-sleep/mindfulness-helps-kids-sleep/
34,7,Mindfulness Training Helps Kids Sleep Longer - Motherly,Children's Health,Related Stories,https://www.mother.ly/child/child-sleep/mindfulness-helps-kids-sleep/
34,8,Mindfulness Training Helps Kids Sleep Longer - Motherly,We believe in creating a world in which all mothers are thriving,Contact Us  Advertise with Us  Share Your Story  Become a Motherly Instructor  Motherly Gives Back,https://www.mother.ly/child/child-sleep/mindfulness-helps-kids-sleep/
34,9,Mindfulness Training Helps Kids Sleep Longer - Motherly,Connect,Our Story  Diversity Commitment  Careers At Motherly  Partner with Us  Press  MotherlyInsights  Privacy & Security  Accessibility  Terms of Sale  About Our Ads  Do Not Sell My Information  Motherly 2023 ®,https://www.mother.ly/child/child-sleep/mindfulness-helps-kids-sleep/
35,1,How To Ease your Toddler’s Separation Anxiety - Motherly,"Toddlers and preschoolers crave connection, which is nature’s way of keeping them close.","How to ease your toddler’s separation anxiety: 5 tips to better attachment      H:          How to ease your toddler’s separation anxiety: 5 tips to better attachment                 Toddlers are highly dependent on others for caretaking, and staying close to you is one of their biggest jobs.",https://www.mother.ly/toddler/toddler-milestones/stranger-separation-anxiety-your-toddler-5-tips-to-better-attachment/
35,2,How To Ease your Toddler’s Separation Anxiety - Motherly,1. Accept the child’s attachment hunger and provide for it generously when you can.,"In This Article          We’ve all been there. It’s bedtime and our littles begin stalling, “I need some water,” or, “one more story,” and sometimes, “I’m afraid,” occasionally accompanied by one big crocodile tear rolling down their precious cheek. From their lips to our hearts, these little pleas convey a much larger desire—to keep parents close, routinely disguised as a last-minute request, the last one being the most compelling in telling us why.",https://www.mother.ly/toddler/toddler-milestones/stranger-separation-anxiety-your-toddler-5-tips-to-better-attachment/
35,3,How To Ease your Toddler’s Separation Anxiety - Motherly,2. Don’t battle their behavior nor increase separation through discipline.,"Why is separation so difficult and why does it produce so much anxiety? Until approximately six years of age, young children are not fully developed as separate beings. They are highly dependent on others for caretaking, and staying close is one of the brain’s biggest preoccupations. In the 1950s, a British psychologist named John Bowlby coined the term attachment and said a child’s mental health was based on a satisfying and enjoyable relationship with a parent, that is both warm and continuous. Children aren’t meant to enjoy separation, it is nature’s design.  While there is nothing wrong with a young child who misses their parent, it can be unsettling to both parties.  Young children can be full of frustration, tantrums, resistance, and opposition in the face of separation. Alarm in a child often arises at nighttime, accumulated from the day and activated by the point of separation that sleep represents.  From a parent’s perspective, it can help to remember that if our children didn’t want us close, we wouldn’t be able to take care of them. Being attached is the superglue that binds us to each other and provides a sense of home, comfort, and belonging. Attachment is the doorway through which missing and separation anxiety enter.  Toddlers and preschoolers also come with shyness instincts that make them fickle when it comes to receiving care from others. This is the result of healthy brain development by six months of age, where a child zeros-in on one primary caretaker. At this time the child will begin to display stranger protest towards others and show a clear preference towards whom they want to be close. The instinct to shy away from strangers is nature’s way of ensuring they follow the people who are responsible for caring for them.  If children are meant to miss their parents and shy away from substitute caregivers, then how can we for care them given the separations that come with everyday life?",https://www.mother.ly/toddler/toddler-milestones/stranger-separation-anxiety-your-toddler-5-tips-to-better-attachment/
35,4,How To Ease your Toddler’s Separation Anxiety - Motherly,3. Bridge the distance to reduce feelings of separation.,"Take time to collect their attention and engage with them fully. Relationships that are characterized by delight, enjoyment, and warmth tend to nourish their relational needs most of all. A deeper attachment with a child will help them grow as separate beings and allow them to face more separation.",https://www.mother.ly/toddler/toddler-milestones/stranger-separation-anxiety-your-toddler-5-tips-to-better-attachment/
35,5,How To Ease your Toddler’s Separation Anxiety - Motherly,4. Play matchmaker and help the child accept their alternate caretakers.,"It’s important not to battle against a child’s behavior from pursuing their parent to the fears that appear at night—these are all just symptoms of the underlying separation problem. If forms of discipline are used that exacerbate the separation, such as time outs or consequences, then a child’s emotions will be more stirred up and their behavior more difficult to manage.  The focus needs to be on connection, on relationship, and on how we are holding on to them.",https://www.mother.ly/toddler/toddler-milestones/stranger-separation-anxiety-your-toddler-5-tips-to-better-attachment/
35,6,How To Ease your Toddler’s Separation Anxiety - Motherly,5. Encourage and support tears of missing.,"A bridge is meant to connect two sides, despite the things that are too big to cross and in-between—like work, sleep, and school when it comes to our kids. Our focus needs to provide the antidote to separation, that is, connection.  We need to help our kids feel connected to us despite the impasse that is between us. Instead of focusing on the goodbye, we talk about the next hello, such as the plans for the following day or what you will do together when you are home from work.  At bedtime, you can focus on when you will come back and check on them, or how you will meet them in your dreams. In the day time, you can give the preschooler a picture of you to hold onto or connect with them over lunch.",https://www.mother.ly/toddler/toddler-milestones/stranger-separation-anxiety-your-toddler-5-tips-to-better-attachment/
35,7,How To Ease your Toddler’s Separation Anxiety - Motherly,Toddler Milestones,"We can’t blame young children for preferring their parents but we can take comfort in knowing they can attach to other people too. Given their strong shyness instincts, it is important that we introduce them to the people we want to care for them.  We can’t leave these relationships up for grabs but must prime it by showing them we sanction the connection. This can include warmly introducing them to each other, pointing out similarities and common interests, and conveying that you like this person and trust them.  A child will follow those to whom they are attached, and if you demonstrate that you like the caretaker, they will follow suit with time and patience.",https://www.mother.ly/toddler/toddler-milestones/stranger-separation-anxiety-your-toddler-5-tips-to-better-attachment/
35,8,How To Ease your Toddler’s Separation Anxiety - Motherly,Viral & Trending,"Tears are part of the brain’s inner workings to release emotional energy when stirred up. Tears are not a problem, they are the answer when the missing is too much. What is important is to ensure a child has someone they feel comfortable with in sharing their upset, in crying or retreating to for comfort. When they can count on someone to help them emotionally, it will build trust and security with their caretaker and help them adapt to the separation from parents.  The late Maurice Sendak, author of Where the Wild Things Are, understood the problem of separation for the young child when he wrote, “And Max, the king of all wild things, was lonely and wanted to be where someone loved him best of all.”  Attachment is one of the most important forces in the universe that binds us to each other.  Our kids want to be with us, and we want to maintain their love. What we can do is put our energy into making it easier to be apart from us by focusing on connection.  A version of this post was originally published on September 2, 2017. It has been updated.",https://www.mother.ly/toddler/toddler-milestones/stranger-separation-anxiety-your-toddler-5-tips-to-better-attachment/
35,9,How To Ease your Toddler’s Separation Anxiety - Motherly,Toddler Milestones,Related Stories,https://www.mother.ly/toddler/toddler-milestones/stranger-separation-anxiety-your-toddler-5-tips-to-better-attachment/
35,10,How To Ease your Toddler’s Separation Anxiety - Motherly,We believe in creating a world in which all mothers are thriving,Contact Us  Advertise with Us  Share Your Story  Become a Motherly Instructor  Motherly Gives Back,https://www.mother.ly/toddler/toddler-milestones/stranger-separation-anxiety-your-toddler-5-tips-to-better-attachment/
35,11,How To Ease your Toddler’s Separation Anxiety - Motherly,Connect,Our Story  Diversity Commitment  Careers At Motherly  Partner with Us  Press  MotherlyInsights  Privacy & Security  Accessibility  Terms of Sale  About Our Ads  Do Not Sell My Information  Motherly 2023 ®,https://www.mother.ly/toddler/toddler-milestones/stranger-separation-anxiety-your-toddler-5-tips-to-better-attachment/
36,1,23 Mom-Tested Ways to Manage a Tantrum - Motherly,Offer hugs,23 mom-tested ways to manage a tantrum (that really work)      H:          23 mom-tested ways to manage a tantrum (that really work)                 Here's what to try the next time your toddler has a meltdown.        filadendron/Getty,https://www.mother.ly/toddler/toddler-milestones/23-tantrum-taming-tips/
36,2,23 Mom-Tested Ways to Manage a Tantrum - Motherly,Acknowledge feelings,"In This Article          Hang around a toddler long enough, and you’ll quickly learn there are a lot of things that can cause tantrums—maybe your child is overtired, overworked, overstimulated…or maybe they are just having a crummy day. Tantrums are inevitable and unpredictable, but it’s our jobs as mamas to help our children through them.  We asked Motherly moms to share their number one way to deal with tantrums—and these mom-tested toddler tantrum tips are just too good not to share.  Here’s what to try when your toddler has a tantrum.",https://www.mother.ly/toddler/toddler-milestones/23-tantrum-taming-tips/
36,3,23 Mom-Tested Ways to Manage a Tantrum - Motherly,Wait it out + talk about it,"“Be your child’s calm in the chaos. I always offer a hug to validate her feelings. Then wait for it to be over before we talk about it. Usually, now she asks for a hug herself.” —Chantelle Hill  2.”I try to see if she can express herself, offer hugs and if she really needs the space. I give her space and let her know mommy is here if she needs me.” — Samantha Peterson  3. “I try to be the “safe” place. We just entered the temper tantrum phase so I’m still learning. Right now, I just calmly sit beside him. I hold my arms out to offer a hug every few minutes to ensure that he knows I’m not mad at him.” — Catherine Abrams",https://www.mother.ly/toddler/toddler-milestones/23-tantrum-taming-tips/
36,4,23 Mom-Tested Ways to Manage a Tantrum - Motherly,Pull out books,"4. “I sit on the floor with him and wait quietly until he’s ready to reach out for comfort. It’s over in less than two minutes when I do it that way. I reaffirm the emotions he may be feeling, and tell him it’s okay to have those. It’s okay to be angry. It’s okay to be tired or hangry. But it’s not okay to hurt yourself or others because of those emotions. Then we find a solution. Usually, food because 90% of tantrums come from him being hangry. ” — Kaela Westbrook  5. “I let her be—I am showing her that I breathe very deeply and loud and she tries to imitate. Once she starts to calm down I speak to her with a very calm voice trying to explain to her that I acknowledge her feelings and the cause.” — Par Parpla  6. “Encourage him to use his words and name his feelings or help me understand what’s wrong. Sometimes, if it’s fueled by exhaustion/overstimulation, give him space and make the environment conducive for a nap or quiet time.” — Oriaku Onuoha Bean",https://www.mother.ly/toddler/toddler-milestones/23-tantrum-taming-tips/
36,5,23 Mom-Tested Ways to Manage a Tantrum - Motherly,Breastfeed,"7. “I have started to sit quietly and wait for him to calm a bit, and then we hug. Trying to comfort in the midst of it doesn’t work for us at all.” — Jennifer Navors  8. “Typically I just tell my kiddo “Okay, I can see that you’re upset. We can talk when you are calm.” And I walk away and let him get it all out. He usually calms down fairly quick (he’s 21 months old right now) and when he is calm we talk about whatever he is upset.” — Delaney Dishong  9. “Get on their level and talk through why it’s happening. Sometimes a redirection helps too.” — Shayna Rohrer Kerkstra",https://www.mother.ly/toddler/toddler-milestones/23-tantrum-taming-tips/
36,6,23 Mom-Tested Ways to Manage a Tantrum - Motherly,Sing,10. “My twin boys are three and what really works [is] that I sit close to them so they can reach me if they need me and start reading their favorite story. Usually 1-2 minutes later they stop crying and they are coming close for a cuddle and a story. It works nine times out of 10.” — Boglárka Wágner,https://www.mother.ly/toddler/toddler-milestones/23-tantrum-taming-tips/
36,7,23 Mom-Tested Ways to Manage a Tantrum - Motherly,Breathing exercises,11. “Breastfeeding does the trick or it just prevents them.” — Bea Harter Halbgewachs  12. “Boob. ” — Bridget Rosaline Neview,https://www.mother.ly/toddler/toddler-milestones/23-tantrum-taming-tips/
36,8,23 Mom-Tested Ways to Manage a Tantrum - Motherly,Become a toddler,"13. “I sing, “If you’re angry and you know it.” Right now it works. ” — Erin Nicole",https://www.mother.ly/toddler/toddler-milestones/23-tantrum-taming-tips/
36,9,23 Mom-Tested Ways to Manage a Tantrum - Motherly,Make them laugh,14. “I start doing deep breathing exercises so I don’t lose it too. He follows by example after a few minutes. I was surprised the first time it worked. Hoping it continues for a while.” — Hannah Hobbs,https://www.mother.ly/toddler/toddler-milestones/23-tantrum-taming-tips/
36,10,23 Mom-Tested Ways to Manage a Tantrum - Motherly,Give choices,"15. “The best thing is you also become a toddler. Enjoy to the maximum, it’s real fun.” — Reshma Fathima  16. “I threw a tantrum with them, when they stopped I kept going and one said, “you look silly.” That was the end of the tantrums to date .” — Arahi Rana Wall  17. “Lay on the floor and throw a tantrum with them. .” — Becky Snedeker",https://www.mother.ly/toddler/toddler-milestones/23-tantrum-taming-tips/
36,11,23 Mom-Tested Ways to Manage a Tantrum - Motherly,Blow bubbles,18. “Make him laugh! Always works!” — Vicki Miller,https://www.mother.ly/toddler/toddler-milestones/23-tantrum-taming-tips/
36,12,23 Mom-Tested Ways to Manage a Tantrum - Motherly,Stay flexible…and stay calm,19. “Giving choices like what to wear or eat (after giving acceptable options) has really cut down on tantrums because she has more say in her day.” — Alexis Kathryn Taylor,https://www.mother.ly/toddler/toddler-milestones/23-tantrum-taming-tips/
36,13,23 Mom-Tested Ways to Manage a Tantrum - Motherly,Toddler Milestones,"20. “We blow bubbles to calm [them] down and refocus on communication to problem solve (e.g. words, pointing, sign, etc.). The neurons that fire together wire together!” — Carolina Alexander",https://www.mother.ly/toddler/toddler-milestones/23-tantrum-taming-tips/
